work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023-01-01,Junior,Full time,Applied Scientist,204620.0,US Dollar,204620.0,USA,Not remote,USA,Large
2023-01-01,Junior,Full time,Applied Scientist,110680.0,US Dollar,110680.0,USA,Not remote,USA,Large
2023-01-01,Senior,Full time,Data Engineer,221484.0,US Dollar,221484.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,212750.0,US Dollar,212750.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,185000.0,US Dollar,185000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,262000.0,US Dollar,262000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,245000.0,US Dollar,245000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,275300.0,US Dollar,275300.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,183500.0,US Dollar,183500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,218500.0,US Dollar,218500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,199098.0,US Dollar,199098.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,203300.0,US Dollar,203300.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,123600.0,US Dollar,123600.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Research Engineer,189110.0,US Dollar,189110.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Research Engineer,139000.0,US Dollar,139000.0,USA,Not remote,USA,Middle
2023-01-01,Executive,Full time,Data Scientist,258750.0,US Dollar,258750.0,USA,Not remote,USA,Middle
2023-01-01,Executive,Full time,Data Scientist,185000.0,US Dollar,185000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,231500.0,US Dollar,231500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,166000.0,US Dollar,166000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,172500.0,US Dollar,172500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,110500.0,US Dollar,110500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,238000.0,US Dollar,238000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,176000.0,US Dollar,176000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,237000.0,US Dollar,237000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,201450.0,US Dollar,201450.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Applied Scientist,309400.0,US Dollar,309400.0,USA,Not remote,USA,Large
2023-01-01,Senior,Full time,Applied Scientist,159100.0,US Dollar,159100.0,USA,Not remote,USA,Large
2023-01-01,Senior,Full time,Data Engineer,115000.0,US Dollar,115000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,81500.0,US Dollar,81500.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,237000.0,US Dollar,237000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,201450.0,US Dollar,201450.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Computer Vision Engineer,280000.0,US Dollar,280000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Computer Vision Engineer,210000.0,US Dollar,210000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Architect,280100.0,US Dollar,280100.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Architect,168100.0,US Dollar,168100.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,193500.0,US Dollar,193500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,139000.0,US Dollar,139000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,510000.0,Hong Kong Dollar,65062.0,HKG,Not remote,HKG,Large
2023-01-01,Senior,Full time,Machine Learning Engineer,150000.0,US Dollar,150000.0,PRT,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Applied Machine Learning Engineer,65000.0,Euro,69751.0,IND,Fully remote,DEU,Small
2022-01-01,Junior,Full time,AI Developer,300000.0,US Dollar,300000.0,IND,Partially remote,IND,Large
2023-01-01,Middle,Full time,Machine Learning Engineer,90000.0,Euro,96578.0,NLD,Fully remote,NLD,Large
2023-01-01,Senior,Full time,Business Intelligence Engineer,185900.0,US Dollar,185900.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Business Intelligence Engineer,129300.0,US Dollar,129300.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,225000.0,US Dollar,225000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,175000.0,US Dollar,175000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,185000.0,US Dollar,185000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,140000.0,US Dollar,140000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,45000.0,Euro,48289.0,ESP,Not remote,ESP,Middle
2023-01-01,Senior,Full time,Data Scientist,36000.0,Euro,38631.0,ESP,Not remote,ESP,Middle
2023-01-01,Senior,Full time,Data Scientist,105000.0,US Dollar,105000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,70000.0,US Dollar,70000.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,Machine Learning Engineer,163196.0,US Dollar,163196.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,Machine Learning Engineer,145885.0,US Dollar,145885.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,217000.0,US Dollar,217000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,185000.0,US Dollar,185000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,202800.0,US Dollar,202800.0,USA,Not remote,USA,Large
2023-01-01,Senior,Full time,Data Analyst,104300.0,US Dollar,104300.0,USA,Not remote,USA,Large
2023-01-01,Senior,Full time,Data Analyst,145000.0,US Dollar,145000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,65000.0,US Dollar,65000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,165000.0,US Dollar,165000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,132300.0,US Dollar,132300.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,179170.0,US Dollar,179170.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,94300.0,US Dollar,94300.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,152500.0,US Dollar,152500.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,116450.0,US Dollar,116450.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,247300.0,US Dollar,247300.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,133800.0,US Dollar,133800.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Research Engineer,203000.0,US Dollar,203000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Research Engineer,133000.0,US Dollar,133000.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,Research Scientist,220000.0,US Dollar,220000.0,USA,Partially remote,USA,Large
2022-01-01,Junior,Full time,Machine Learning Engineer,54000.0,Swiss Franc,56536.0,CHE,Fully remote,CHE,Small
2023-01-01,Senior,Full time,Data Scientist,120000.0,US Dollar,120000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,289800.0,US Dollar,289800.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,214000.0,US Dollar,214000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,179820.0,US Dollar,179820.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,143860.0,US Dollar,143860.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,283200.0,US Dollar,283200.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,188800.0,US Dollar,188800.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,214200.0,US Dollar,214200.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,185900.0,US Dollar,185900.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,129300.0,US Dollar,129300.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,252000.0,US Dollar,252000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,129000.0,US Dollar,129000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Analytics Manager,155000.0,US Dollar,155000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Analytics Manager,140000.0,US Dollar,140000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,161800.0,US Dollar,161800.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,141600.0,US Dollar,141600.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,342300.0,US Dollar,342300.0,USA,Not remote,USA,Large
2023-01-01,Senior,Full time,Machine Learning Engineer,176100.0,US Dollar,176100.0,USA,Not remote,USA,Large
2023-01-01,Middle,Full time,Data Engineer,100000.0,US Dollar,100000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Engineer,70000.0,US Dollar,70000.0,USA,Fully remote,USA,Middle
2023-01-01,Junior,Full time,Data Engineer,85000.0,US Dollar,85000.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,Data Engineer,65000.0,US Dollar,65000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,138784.0,US Dollar,138784.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,83270.0,US Dollar,83270.0,USA,Fully remote,USA,Middle
2023-01-01,Junior,Full time,Data Analyst,75000.0,US Dollar,75000.0,USA,Not remote,USA,Middle
2023-01-01,Junior,Full time,Data Analyst,70000.0,US Dollar,70000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,204500.0,US Dollar,204500.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,138900.0,US Dollar,138900.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,318300.0,US Dollar,318300.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,212200.0,US Dollar,212200.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,95000.0,US Dollar,95000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,75000.0,US Dollar,75000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,195000.0,US Dollar,195000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,160000.0,US Dollar,160000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,230000.0,US Dollar,230000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,143200.0,US Dollar,143200.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Business Data Analyst,105000.0,US Dollar,105000.0,USA,Partially remote,USA,Large
2023-01-01,Middle,Full time,Applied Data Scientist,1700000.0,Indian Rupee,20670.0,IND,Fully remote,IND,Large
2023-01-01,Middle,Full time,Data Analyst,38000.0,Pound Sterling,46178.0,GBR,Not remote,GBR,Middle
2023-01-01,Middle,Full time,Data Analyst,35000.0,Pound Sterling,42533.0,GBR,Not remote,GBR,Middle
2023-01-01,Senior,Full time,Data Engineer,145000.0,US Dollar,145000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,168400.0,US Dollar,168400.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,105200.0,US Dollar,105200.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,190000.0,US Dollar,190000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,150000.0,US Dollar,150000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,150000.0,US Dollar,150000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,120000.0,US Dollar,120000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,120000.0,US Dollar,120000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,45000.0,Pound Sterling,54685.0,CAF,Fully remote,CAF,Middle
2023-01-01,Senior,Full time,Data Analyst,35000.0,Pound Sterling,42533.0,CAF,Fully remote,CAF,Middle
2023-01-01,Senior,Full time,Data Engineer,241000.0,US Dollar,241000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,155000.0,US Dollar,155000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,220000.0,US Dollar,220000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,190000.0,US Dollar,190000.0,USA,Fully remote,USA,Middle
2023-01-01,Middle,Full time,Data Scientist,55000.0,Pound Sterling,66837.0,GBR,Not remote,GBR,Middle
2023-01-01,Middle,Full time,Data Scientist,45000.0,Pound Sterling,54685.0,GBR,Not remote,GBR,Middle
2020-01-01,Executive,Full time,Staff Data Analyst,15000.0,US Dollar,15000.0,NGA,Not remote,CAN,Middle
2023-01-01,Middle,Full time,ETL Engineer,70000.0,Pound Sterling,85066.0,GBR,Fully remote,GBR,Middle
2023-01-01,Middle,Full time,ETL Engineer,47500.0,Pound Sterling,57723.0,GBR,Fully remote,GBR,Middle
2023-01-01,Junior,Full time,Data Analyst,85000.0,US Dollar,85000.0,USA,Fully remote,USA,Middle
2023-01-01,Junior,Full time,Data Analyst,75000.0,US Dollar,75000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,160000.0,US Dollar,160000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Machine Learning Engineer,300000.0,US Dollar,300000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Machine Learning Engineer,250000.0,US Dollar,250000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,228000.0,US Dollar,228000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,186000.0,US Dollar,186000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,190000.0,US Dollar,190000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Research Engineer,230000.0,US Dollar,230000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Research Engineer,200000.0,US Dollar,200000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Architect,180000.0,US Dollar,180000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Architect,115000.0,US Dollar,115000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Architect,200000.0,US Dollar,200000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data DevOps Engineer,50000.0,Euro,53654.0,FRA,Partially remote,FRA,Small
2023-01-01,Executive,Full time,Data Engineer,220000.0,US Dollar,220000.0,USA,Not remote,USA,Middle
2023-01-01,Executive,Full time,Data Engineer,205000.0,US Dollar,205000.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,Data Engineer,180000.0,US Dollar,180000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,200000.0,US Dollar,200000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,150000.0,US Dollar,150000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Computer Vision Engineer,215000.0,US Dollar,215000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Computer Vision Engineer,170000.0,US Dollar,170000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,247500.0,US Dollar,247500.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Machine Learning Engineer,172200.0,US Dollar,172200.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,224000.0,US Dollar,224000.0,CAN,Not remote,CAN,Middle
2023-01-01,Senior,Full time,Data Scientist,176000.0,US Dollar,176000.0,CAN,Not remote,CAN,Middle
2023-01-01,Senior,Full time,Data Analyst,120000.0,US Dollar,120000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,75000.0,US Dollar,75000.0,USA,Fully remote,USA,Middle
2023-01-01,Junior,Full time,Data Engineer,1400000.0,Indian Rupee,17022.0,IND,Fully remote,IND,Large
2023-01-01,Senior,Full time,Applied Data Scientist,100000.0,Australian Dollar,68318.0,AUS,Fully remote,FIN,Middle
2023-01-01,Middle,Full time,AI Developer,100000.0,Singapore Dollar,75020.0,FIN,Not remote,FIN,Middle
2023-01-01,Senior,Full time,Data Analyst,140000.0,US Dollar,140000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,120000.0,US Dollar,120000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,128000.0,US Dollar,128000.0,USA,Not remote,USA,Middle
2023-01-01,Executive,Full time,Head of Data,329500.0,US Dollar,329500.0,USA,Not remote,USA,Middle
2023-01-01,Executive,Full time,Head of Data,269600.0,US Dollar,269600.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Quality Analyst,100000.0,US Dollar,100000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Quality Analyst,80000.0,US Dollar,80000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,250000.0,US Dollar,250000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,162500.0,US Dollar,162500.0,USA,Not remote,USA,Middle
2023-01-01,Middle,Full time,AI Developer,200000.0,US Dollar,200000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,100000.0,US Dollar,100000.0,USA,Not remote,USA,Middle
2023-01-01,Executive,Full time,Data Engineer,145000.0,US Dollar,145000.0,USA,Not remote,USA,Middle
2023-01-01,Executive,Full time,Data Engineer,115000.0,US Dollar,115000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,203500.0,US Dollar,203500.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,152000.0,US Dollar,152000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,239000.0,US Dollar,239000.0,USA,Not remote,USA,Large
2023-01-01,Senior,Full time,Data Scientist,122900.0,US Dollar,122900.0,USA,Not remote,USA,Large
2023-01-01,Senior,Full time,Data Scientist,237000.0,US Dollar,237000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,145000.0,US Dollar,145000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Science Manager,191765.0,US Dollar,191765.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Science Manager,134236.0,US Dollar,134236.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,190000.0,US Dollar,190000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,112000.0,US Dollar,112000.0,USA,Fully remote,USA,Middle
2022-01-01,Senior,Full time,Data Scientist,84000.0,Euro,88256.0,ESP,Fully remote,GBR,Large
2023-01-01,Senior,Full time,Data Analyst,135000.0,US Dollar,135000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,105500.0,US Dollar,105500.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Research Engineer,293000.0,US Dollar,293000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Research Engineer,185000.0,US Dollar,185000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,80000.0,US Dollar,80000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,70000.0,US Dollar,70000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,160000.0,US Dollar,160000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,175000.0,US Dollar,175000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,145000.0,US Dollar,145000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,200000.0,US Dollar,200000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,148500.0,US Dollar,148500.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,240500.0,US Dollar,240500.0,USA,Not remote,USA,Large
2023-01-01,Senior,Full time,Data Engineer,123700.0,US Dollar,123700.0,USA,Not remote,USA,Large
2023-01-01,Senior,Full time,Analytics Engineer,152900.0,US Dollar,152900.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,117100.0,US Dollar,117100.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,173000.0,US Dollar,173000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Analytics Engineer,113000.0,US Dollar,113000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Applied Scientist,260000.0,US Dollar,260000.0,USA,Not remote,USA,Large
2023-01-01,Executive,Full time,Data Engineer,175000.0,US Dollar,175000.0,USA,Not remote,USA,Middle
2023-01-01,Executive,Full time,Data Engineer,110000.0,US Dollar,110000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Research Scientist,130000.0,US Dollar,130000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Research Scientist,110000.0,US Dollar,110000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Applied Scientist,205000.0,US Dollar,205000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Applied Scientist,184000.0,US Dollar,184000.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,149500.0,US Dollar,149500.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Analyst,127075.0,US Dollar,127075.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,219535.0,US Dollar,219535.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Engineer,146115.0,US Dollar,146115.0,USA,Fully remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,135000.0,US Dollar,135000.0,USA,Not remote,USA,Middle
2023-01-01,Senior,Full time,Data Scientist,199000.0,US Dollar,199000.0,USA,Not remote,USA,Middle
